id_receita;Rubrica natureza;Descrição natureza receita;Categoria econômica;Origem da receita;Especie da receita;Tipo da receita;Rubrica receita;Alínea da receita;Subalínea da receita;Desdobramento nível 1;Desdobramento nível 2;Desdobramento nível 3;Finalidade da receita;Forma de ingresso;rel_orgao;Unidade;Organograma;Valor orçado R$;Orçado atualizado R$;Orçado deduções R$;Valor lançado mês;Valor arrecadado mês;Valor arrecadado acumulado até o mês;Orçado líquido atualizado R$;Realizado (%);ano
2465;1,71E+13; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE; Não se aplica; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 81.136,00;R$ 81.136,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 81.136,00;0.0;2026
2466;1,71E+13; Transferências doSalário-Educação - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências doSalário-Educação - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências doSalário-Educação; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências doSalário-Educação; Não se aplica; Transferências doSalário-Educação - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 1.406.103,00;R$ 1.406.103,00;R$ 0,00;R$ 0,00;R$ 195.388,20;R$ 195.388,20;R$ 1.406.103,00;13.9;2026
2467;1,73E+13; Transferências de Recursos Destinados a Programas de Educação - Principal; Receitas Correntes; Transferências Correntes; Transferências dos Estados e do Distrito Federal e de suas Entidades; Transferências de Recursos Destinados a Programas de Educação - Principal; Outras Transferências dos Estados e Distrito Federal; Transferências de Recursos Destinados a Programas de Educação; ; Outras Transferências dos Estados e Distrito Federal; Transferências de Recursos Destinados a Programas de Educação; Não se aplica; Transferências de Recursos Destinados a Programas de Educação - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 687.079,00;R$ 687.079,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 687.079,00;0.0;2026
2468;1,32E+13; Remuneração de Depósitos Bancários - Salário Educação - Principal; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Salário Educação - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Salário Educação; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Salário Educação; Remuneração de Depósitos Bancários - Salário Educação - Principal; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.902,58;R$ 2.902,58;R$ 0,00;0.0;2026
2469;1,72E+13; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020 - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020 - Principal; Outras Transferências de Recursos da União e de suas Entidades; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020; ; Outras Transferências de Recursos da União e de suas Entidades; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020; Não se aplica; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020 - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 27.503,00;R$ 27.503,00;R$ 0,00;R$ 0,00;R$ 1.702,26;R$ 1.702,26;R$ 27.503,00;6.19;2026
2470;1,71E+13; Transferências doSalário-Educação - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências doSalário-Educação - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências doSalário-Educação; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências doSalário-Educação; Não se aplica; Transferências doSalário-Educação - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 126.836,63;R$ 322.224,83;R$ 0,00;0.0;2026
2471;1,72E+13; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020 - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020 - Principal; Outras Transferências de Recursos da União e de suas Entidades; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020; ; Outras Transferências de Recursos da União e de suas Entidades; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020; Não se aplica; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020 - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.702,26;R$ 3.404,52;R$ 0,00;0.0;2026
2472;1,32E+13; Remuneração de Depósitos Bancários - Salário Educação - Principal; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Salário Educação - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Salário Educação; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Salário Educação; Remuneração de Depósitos Bancários - Salário Educação - Principal; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.567,59;R$ 6.470,17;R$ 0,00;0.0;2026
2473;1,72E+13; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; ; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Não se aplica; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal; Arrecadações; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.041,90;R$ 15.358,90;R$ 0,00;0.0;2026
2474;1,32E+13; Remuneração de Depósitos Bancários - Rec. não Vinculados; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Geral - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Geral; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Geral; Remuneração de Depósitos Bancários - Rec. não Vinculados; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 17.356,71;R$ 38.904,60;R$ 0,00;0.0;2026
2475;1,72E+13; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; ; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Não se aplica; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal; Arrecadações; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 25.969,27;R$ 41.328,17;R$ 0,00;0.0;2026
2476;1,73E+13; Transferências de Recursos Destinados a Programas de Educação - Principal; Receitas Correntes; Transferências Correntes; Transferências dos Estados e do Distrito Federal e de suas Entidades; Transferências de Recursos Destinados a Programas de Educação - Principal; Outras Transferências dos Estados e Distrito Federal; Transferências de Recursos Destinados a Programas de Educação; ; Outras Transferências dos Estados e Distrito Federal; Transferências de Recursos Destinados a Programas de Educação; Não se aplica; Transferências de Recursos Destinados a Programas de Educação - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 73.856,44;R$ 73.856,44;R$ 0,00;0.0;2026
2477;1,71E+13; Transferências doSalário-Educação - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências doSalário-Educação - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências doSalário-Educação; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências doSalário-Educação; Não se aplica; Transferências doSalário-Educação - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 130.742,98;R$ 452.967,81;R$ 0,00;0.0;2026
2478;1,32E+13; Remuneração de Depósitos Bancários - Salário Educação - Principal; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Salário Educação - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Salário Educação; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Salário Educação; Remuneração de Depósitos Bancários - Salário Educação - Principal; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.151,58;R$ 11.621,75;R$ 0,00;0.0;2026
2479;1,32E+13; Remuneração de Depósitos Bancários - Rec. não Vinculados; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Geral - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Geral; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Geral; Remuneração de Depósitos Bancários - Rec. não Vinculados; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 16.956,05;R$ 55.860,65;R$ 0,00;0.0;2026
2480;1,72E+13; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020 - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020 - Principal; Outras Transferências de Recursos da União e de suas Entidades; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020; ; Outras Transferências de Recursos da União e de suas Entidades; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020; Não se aplica; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020 - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.702,26;R$ 5.106,78;R$ 0,00;0.0;2026
2481;1,32E+13; Remuneração de Depósitos Bancários - Salário Educação - Principal; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Salário Educação - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Salário Educação; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Salário Educação; Remuneração de Depósitos Bancários - Salário Educação - Principal; Arrecadações; SECRETARIA DE EDUCAÇÃO; DIRETORIA DE ENSINO; SECRETARIA DE EDUCAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.133,80;R$ 15.755,55;R$ 0,00;0.0;2026
2482;1,72E+13; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020 - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020 - Principal; Outras Transferências de Recursos da União e de suas Entidades; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020; ; Outras Transferências de Recursos da União e de suas Entidades; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020; Não se aplica; Transferência Obrigatória Decorrente da Lei Complementar n 176/2020 - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.702,26;R$ 6.809,04;R$ 0,00;0.0;2026
2483;1,71E+13; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE; Não se aplica; Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar  PNATE - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 25.578,55;R$ 25.578,55;R$ 0,00;0.0;2026
2484;1,72E+13; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; ; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS; Não se aplica; Transferências de Recursos do Fundo Nacional de Assistência Social  FNAS - Principal; Arrecadações; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 16.202,35;R$ 57.530,52;R$ 0,00;0.0;2026
2485;1,73E+13; Transferências de Recursos Destinados a Programas de Educação - Principal; Receitas Correntes; Transferências Correntes; Transferências dos Estados e do Distrito Federal e de suas Entidades; Transferências de Recursos Destinados a Programas de Educação - Principal; Outras Transferências dos Estados e Distrito Federal; Transferências de Recursos Destinados a Programas de Educação; ; Outras Transferências dos Estados e Distrito Federal; Transferências de Recursos Destinados a Programas de Educação; Não se aplica; Transferências de Recursos Destinados a Programas de Educação - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 73.856,44;R$ 147.712,88;R$ 0,00;0.0;2026
2486;1,32E+13; Remuneração de Depósitos Bancários - Rec. não Vinculados; Receitas Correntes; Receita Patrimonial; Valores Mobiliários; Remuneração de Depósitos Bancários - Geral - Principal; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Geral; Juros e Correções Monetárias; Remuneração de Depósitos Bancários; Remuneração de Depósitos Bancários - Geral; Remuneração de Depósitos Bancários - Rec. não Vinculados; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 11.807,87;R$ 67.668,52;R$ 0,00;0.0;2026
2487;1,71E+13; Transferências doSalário-Educação - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências doSalário-Educação - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências doSalário-Educação; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências doSalário-Educação; Não se aplica; Transferências doSalário-Educação - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 130.556,27;R$ 583.524,08;R$ 0,00;0.0;2026
2488;1,91E+13; Multas de Trânsito; Receitas Correntes; Outras Receitas Correntes; Multas Administrativas, Contratuais e Judiciais; Multas Previstas em Legislação Específica - Principal; Multas Administrativas; Multas Previstas em Legislação Específica; ; Multas Administrativas; Multas Previstas em Legislação Específica; Não se aplica; Multas de Trânsito; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 903.874,00;R$ 903.874,00;R$ 0,00;R$ 0,00;R$ 72.118,32;R$ 72.118,32;R$ 903.874,00;7.98;2026
2489;1,71E+13; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE; Não se aplica; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 443.735,00;R$ 443.735,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 443.735,00;0.0;2026
2490;1,91E+13; Multas de Trânsito; Receitas Correntes; Outras Receitas Correntes; Multas Administrativas, Contratuais e Judiciais; Multas Previstas em Legislação Específica - Principal; Multas Administrativas; Multas Previstas em Legislação Específica; ; Multas Administrativas; Multas Previstas em Legislação Específica; Não se aplica; Multas de Trânsito; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 59.197,11;R$ 131.315,43;R$ 0,00;0.0;2026
2491;1,71E+13; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE; Não se aplica; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 52.625,50;R$ 52.625,50;R$ 0,00;0.0;2026
2492;1,91E+13; Multas de Trânsito; Receitas Correntes; Outras Receitas Correntes; Multas Administrativas, Contratuais e Judiciais; Multas Previstas em Legislação Específica - Principal; Multas Administrativas; Multas Previstas em Legislação Específica; ; Multas Administrativas; Multas Previstas em Legislação Específica; Não se aplica; Multas de Trânsito; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 164.430,90;R$ 295.746,33;R$ 0,00;0.0;2026
2493;1,71E+13; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE; Não se aplica; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 52.625,50;R$ 105.251,00;R$ 0,00;0.0;2026
2494;1,71E+13; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE; Não se aplica; Transferências referentes ao Programa Nacional de Alimentação Escolar  PNAE - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 52.625,50;R$ 157.876,50;R$ 0,00;0.0;2026
2495;1,72E+13; Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementação da União ao Fundeb  VAAT; ; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementação da União ao Fundeb  VAAT; Não se aplica; Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 66.935,00;R$ 66.935,00;R$ 0,00;R$ 0,00;R$ 79.558,40;R$ 79.558,40;R$ 66.935,00;118.86;2026
2496;1,72E+13; Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementação da União ao Fundeb  VAAT; ; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementação da União ao Fundeb  VAAT; Não se aplica; Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 87.514,24;R$ 167.072,64;R$ 0,00;0.0;2026
2497;1,72E+13; Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementação da União ao Fundeb  VAAT; ; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementação da União ao Fundeb  VAAT; Não se aplica; Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 95.470,08;R$ 262.542,72;R$ 0,00;0.0;2026
