rel_entidade;nome_do_programa;funcao;descricao_programa;c�digo_da_despesa;valor_or�ado_despesa;valor_atualizado_despesa;empenhado_atualizado_da_despesa;liquido_atualizado_da_despesa;valor_pago_atualizado_despesa
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;70;R$ 8.250,00;R$ 8.250,00;R$ 674,90;R$ 349,90;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Superior;70;R$ 24.630,00;R$ 24.630,00;R$ 6.271,92;R$ 6.271,92;R$ 464,13
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;40;R$ 534.093,75;R$ 464.093,75;R$ 355.278,38;R$ 355.098,38;R$ 322.485,32
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;36;R$ 12.992,33;R$ 12.992,33;R$ 12.825,00;R$ 12.825,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Superior;72;R$ 150.000,00;R$ 150.000,00;R$ 100.000,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Pré Escolar;72;R$ 1.740.109,50;R$ 1.740.109,50;R$ 1.718.928,27;R$ 1.718.928,27;R$ 1.634.656,65
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;66;R$ 9.934.562,33;R$ 12.766.562,33;R$ 12.593.920,50;R$ 12.593.920,50;R$ 12.576.491,95
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Construção de Praças de Lazer;112;R$ 74.908,87;R$ 124.088,87;R$ 49.180,00;R$ 49.180,00;R$ 33.990,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Pré Escolar;74;R$ 2.699.899,00;R$ 2.699.899,00;R$ 77.880,88;R$ 77.880,88;R$ 77.880,88
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Urbanismo; Manutenção da Secretaria de Planejamento e Urbanismo;144;R$ 15.000,00;R$ 15.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;37;R$ 6.038.278,75;R$ 19.637.920,38;R$ 12.506.229,39;R$ 12.048.158,87;R$ 11.670.813,78
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Construção de Guaritas p/Salva-Vidas;106;R$ 61.575,00;R$ 361.575,00;R$ 323.454,84;R$ 120.671,22;R$ 3.172,10
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; FUNDO MUNICIPAL DE CULTURA;125;R$ 82.500,00;R$ 82.500,00;R$ 75.000,00;R$ 75.000,00;R$ 75.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Médio;73;R$ 55.000,00;R$ 55.000,00;R$ 55.000,00;R$ 37.003,44;R$ 37.003,44
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Pré Escolar;75;R$ 200.000,00;R$ 200.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Pré Escolar;76;R$ 25.000,00;R$ 25.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Ampliação da Sede da Polícia Militar;18;R$ 10.000,00;R$ 10.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; FUNDO MUNICIPAL DE CULTURA;125;R$ 81.202,03;R$ 81.202,03;R$ 79.000,00;R$ 79.000,00;R$ 4.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Serviços de Utilidade Pública; Urbanismo; Manutenção da Rede de Iluminação Pública;45;R$ 2.240.893,00;R$ 3.240.893,00;R$ 2.614.430,69;R$ 2.602.479,69;R$ 2.459.578,79
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;13;R$ 283.245,00;R$ 163.245,00;R$ 152.983,41;R$ 152.983,41;R$ 134.983,41
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;41;R$ 36.540,92;R$ 36.540,92;R$ 27.252,00;R$ 27.252,00;R$ 23.745,59
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Manutenção das Atividades Culturais;118;R$ 38.976,98;R$ 58.976,98;R$ 53.279,17;R$ 51.279,17;R$ 39.743,87
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Serviços de Utilidade Pública; Urbanismo; Manutenção da Rede de Iluminação Pública;46;R$ 1.231.500,00;R$ 1.431.500,00;R$ 943.082,65;R$ 822.582,65;R$ 822.582,65
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Manutenção da Diretoria de Desenvolvimento Social;76;R$ 193.000,00;R$ 561.063,19;R$ 476.626,16;R$ 473.217,96;R$ 465.402,53
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Promoção e Manutenção de Atividades Turísticas;109;R$ 779.539,50;R$ 1.524.539,50;R$ 1.501.121,43;R$ 1.024.515,32;R$ 914.118,45
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;42;R$ 10.000,00;R$ 10.000,00;R$ 6.996,00;R$ 6.996,00;R$ 6.996,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; FUNDO MUNICIPAL DE CULTURA;126;R$ 48.721,22;R$ 141.423,50;R$ 98.185,27;R$ 98.185,27;R$ 88.009,27
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Programa de Atendimento Integral à Família  - PAIF;91;R$ 257.387,10;R$ 384.220,83;R$ 271.198,24;R$ 269.955,80;R$ 244.135,92
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Serviços de Convivência e Fortalecimento de Vínculos;87;R$ 146.422,37;R$ 511.791,66;R$ 446.125,07;R$ 443.641,87;R$ 344.647,03
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Apoio ao Pequeno Produtor Rural;97;R$ 357.135,00;R$ 437.135,00;R$ 400.711,12;R$ 374.616,97;R$ 333.032,25
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Serviços de Utilidade Pública; Urbanismo; Manutenção da Rede de Iluminação Pública;48;R$ 350.000,00;R$ 350.000,00;R$ 329.700,00;R$ 164.850,00;R$ 164.850,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;35;R$ 2.904.532,90;R$ 3.935.463,46;R$ 3.724.215,69;R$ 3.635.049,20;R$ 3.249.129,40
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;32;R$ 3.150.000,00;R$ 3.150.000,00;R$ 467.712,80;R$ 370.512,80;R$ 370.512,80
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;15;R$ 73.850,00;R$ 993.501,98;R$ 915.073,01;R$ 847.398,83;R$ 844.923,64
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;21;R$ 403.435,00;R$ 673.435,00;R$ 630.037,76;R$ 626.514,70;R$ 524.706,66
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Preservação e Recuperação do Meio Ambiente; Gestão Ambiental; Recuperação de Áreas Degradadas;129;R$ 123.150,00;R$ 123.150,00;R$ 91.133,41;R$ 85.867,57;R$ 80.840,32
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;43;R$ 670.858,46;R$ 1.077.916,73;R$ 753.491,46;R$ 733.279,13;R$ 676.349,69
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;5;R$ 28.282,67;R$ 93.282,67;R$ 86.820,19;R$ 86.051,04;R$ 73.292,88
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Promoção do Esporte Amador;115;R$ 324.808,13;R$ 564.808,13;R$ 520.109,97;R$ 505.863,97;R$ 389.080,81
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;17;R$ 100.000,00;R$ 100.000,00;R$ 90.572,98;R$ 81.293,32;R$ 79.193,92
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Coleta de Lixo; Saneamento; Manutenção do SAMAE;52;R$ 4.900.000,00;R$ 4.900.000,00;R$ 2.186.737,00;R$ 869.023,16;R$ 499.755,33
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;3;R$ 17.214,26;R$ 32.214,26;R$ 27.590,40;R$ 20.710,40;R$ 19.126,64
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;10;R$ 443.340,00;R$ 593.340,00;R$ 556.904,77;R$ 474.904,77;R$ 472.861,58
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Câmara Municipal de Vereadores;3;R$ 132.000,00;R$ 132.000,00;R$ 23.136,00;R$ 18.140,00;R$ 18.140,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Manutenção Corpo de Bombeiros;18;R$ 127.623,50;R$ 148.461,64;R$ 91.127,17;R$ 87.052,17;R$ 80.430,39
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Apoio ao Portador de Necessidades Especiais;89;R$ 123.150,00;R$ 123.150,00;R$ 100.000,00;R$ 80.000,00;R$ 70.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Programa de Atendimento Integral à Família  - PAIF;92;R$ 35.000,00;R$ 35.000,00;R$ 20.500,00;R$ 5.500,00;R$ 5.500,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;28;R$ 10.000,00;R$ 10.000,00;R$ 3.413,28;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;67;R$ 46.250,00;R$ 46.250,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;64;R$ 2.881.294,37;R$ 7.248.603,63;R$ 6.545.262,22;R$ 6.531.097,43;R$ 5.199.225,08
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Benefícios Eventuais à Pessoas em Situação de Vulnerabilidade;87;R$ 355.571,00;R$ 355.571,00;R$ 134.295,77;R$ 131.821,81;R$ 111.971,81
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Programa de Atendimento Integral à Família  - PAIF;93;R$ 320.979,00;R$ 320.979,00;R$ 84.372,73;R$ 40.162,41;R$ 38.121,82
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;37;R$ 6.846.734,04;R$ 13.559.356,88;R$ 9.196.813,19;R$ 7.956.044,33;R$ 7.113.083,05
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;37;R$ 13.250,00;R$ 13.250,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Urbanismo; Pavimentação  Avenida Interpraias;33;R$ 7.117.781,99;R$ 7.152.781,99;R$ 4.275.315,79;R$ 594.171,71;R$ 594.171,71
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Eventos Culturais;121;R$ 750,00;R$ 30.000,00;R$ 30.000,00;R$ 30.000,00;R$ 30.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;40;R$ 657.736,45;R$ 657.736,45;R$ 647.657,46;R$ 644.242,29;R$ 111.752,82
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;62;R$ 11.527.021,12;R$ 13.407.021,12;R$ 12.564.722,52;R$ 12.564.722,52;R$ 12.473.469,76
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Urbanismo; Manutenção da Secretaria de Planejamento e Urbanismo;143;R$ 35.000,00;R$ 35.000,00;R$ 12.020,00;R$ 12.020,00;R$ 3.120,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Produtor Rural Assistido; Agricultura; Apoio ao Produtor Rural;101;R$ 460.000,00;R$ 460.000,00;R$ 408.372,00;R$ 93.564,00;R$ 68.062,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;67;R$ 665.000,00;R$ 1.065.000,00;R$ 914.035,35;R$ 912.542,85;R$ 845.771,53
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;60;R$ 63.300,00;R$ 158.300,00;R$ 133.612,05;R$ 121.965,03;R$ 113.903,47
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Programa de Alimentação Escolar;58;R$ 1.559.371,00;R$ 1.600.580,03;R$ 1.208.226,17;R$ 1.205.404,34;R$ 969.660,38
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;82;R$ 210.000,00;R$ 210.000,00;R$ 210.000,00;R$ 70.909,40;R$ 64.708,20
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Câmara Municipal de Vereadores;1;R$ 2.100.000,00;R$ 2.100.000,00;R$ 432.614,11;R$ 432.614,11;R$ 412.482,64
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;4;R$ 200.000,00;R$ 200.000,00;R$ 34.269,37;R$ 34.269,37;R$ 32.325,60
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;68;R$ 12.870.685,00;R$ 12.870.685,00;R$ 2.043.834,16;R$ 2.043.834,16;R$ 2.043.834,16
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Apoio ao Desenvolvimento Industrial e Comercial; Comércio e Serviços; Promoção da Indústria e Comécio;107;R$ 220.000,00;R$ 220.000,00;R$ 29.040,55;R$ 29.040,55;R$ 27.179,68
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Serviços de Convivência e Fortalecimento de Vínculos;88;R$ 165.000,00;R$ 165.000,00;R$ 47.597,73;R$ 47.597,73;R$ 44.281,08
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Manutenção das Atividades Culturais;117;R$ 150.000,00;R$ 150.000,00;R$ 16.837,96;R$ 16.837,96;R$ 15.785,74
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Urbanismo; Manutenção da Secretaria de Planejamento e Urbanismo;142;R$ 150.000,00;R$ 150.000,00;R$ 38.521,35;R$ 38.521,35;R$ 35.742,32
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;26;R$ 180.000,00;R$ 180.000,00;R$ 16.138,07;R$ 16.138,07;R$ 15.064,09
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Manutenção da Diretoria de Desenvolvimento Social;78;R$ 1.200.000,00;R$ 1.200.000,00;R$ 287.989,21;R$ 287.989,21;R$ 270.696,85
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;40;R$ 675.000,00;R$ 675.000,00;R$ 187.258,18;R$ 187.258,18;R$ 180.844,84
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;35;R$ 1.750.000,00;R$ 1.750.000,00;R$ 421.221,82;R$ 421.221,82;R$ 388.219,91
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Promoção e Manutenção de Atividades Turísticas;113;R$ 270.000,00;R$ 270.000,00;R$ 42.141,92;R$ 42.141,92;R$ 38.991,10
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;1;R$ 1.700.000,00;R$ 1.700.000,00;R$ 332.278,16;R$ 332.278,16;R$ 314.744,88
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Coleta de Lixo; Saneamento; Manutenção do SAMAE;51;R$ 316.250,00;R$ 316.250,00;R$ 18.049,36;R$ 18.049,36;R$ 16.734,09
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;11;R$ 3.800.000,00;R$ 3.800.000,00;R$ 759.915,25;R$ 759.915,25;R$ 708.847,14
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Promoção e Manutenção do Esporte Amador;139;R$ 260.000,00;R$ 260.000,00;R$ 63.018,49;R$ 63.018,49;R$ 60.108,98
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Manutenção da Secretaria de Meio Ambiente; Gestão Ambiental; Manutenção da Secretaria de Meio Ambiente;130;R$ 450.000,00;R$ 450.000,00;R$ 49.330,64;R$ 49.330,64;R$ 49.330,64
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;62;R$ 1.500.000,00;R$ 1.500.000,00;R$ 501.271,24;R$ 501.271,24;R$ 465.559,07
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;12;R$ 374.000,00;R$ 374.000,00;R$ 126.284,88;R$ 31.082,19;R$ 31.082,19
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Amortização da Dívida Interna;7;R$ 1.919.269,50;R$ 1.919.269,50;R$ 1.845.000,00;R$ 458.408,65;R$ 458.408,65
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Amortização da Dívida Interna;8;R$ 1.600.000,00;R$ 1.600.000,00;R$ 1.405.000,00;R$ 344.701,87;R$ 344.701,87
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;65;R$ 15.866.935,00;R$ 15.866.935,00;R$ 1.678.213,55;R$ 1.678.213,55;R$ 1.678.213,55
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Coleta de Lixo; Saneamento; Manutenção do SAMAE;49;R$ 4.926.000,00;R$ 4.926.000,00;R$ 3.650.876,72;R$ 3.646.876,72;R$ 2.867.268,96
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Fundo de Defesa do Meio Ambiente; Gestão Ambiental; Fundo de Defesa do Meio Ambiente;135;R$ 40.000,00;R$ 40.000,00;R$ 34.473,17;R$ 29.238,89;R$ 20.690,39
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;44;R$ 896.224,00;R$ 896.224,00;R$ 518.717,39;R$ 118.268,59;R$ 75.963,53
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Convênio Manutenção Rádio Patrulha;19;R$ 85.000,00;R$ 85.000,00;R$ 51.318,16;R$ 50.524,16;R$ 900,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;5;R$ 70.000,00;R$ 70.000,00;R$ 46.655,60;R$ 19.324,55;R$ 10.247,67
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;9;R$ 600.000,00;R$ 600.000,00;R$ 418.003,05;R$ 80.026,31;R$ 75.545,24
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;41;R$ 625.000,00;R$ 625.000,00;R$ 261.504,89;R$ 153.737,66;R$ 150.101,66
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Produtor Rural Assistido; Agricultura; Apoio ao Produtor Rural;102;R$ 370.000,00;R$ 490.000,00;R$ 437.719,40;R$ 174.862,68;R$ 88.198,57
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Manutenção Corpo de Bombeiros;20;R$ 109.944,00;R$ 109.944,00;R$ 28.364,68;R$ 16.207,20;R$ 12.500,17
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Manutenção das Atividades Culturais;118;R$ 39.750,00;R$ 39.750,00;R$ 33.576,00;R$ 18.383,60;R$ 11.637,60
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Construção de Casa Mortuária;77;R$ 610.000,00;R$ 1.249.000,00;R$ 649.000,00;R$ 261.410,21;R$ 261.410,21
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;69;R$ 1.500.000,00;R$ 1.500.000,00;R$ 871.427,22;R$ 306.207,10;R$ 255.185,46
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Construção de Equipamentos Poliesportivos;111;R$ 131.547,30;R$ 889.397,30;R$ 749.163,84;R$ 232.991,57;R$ 232.991,57
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;38;R$ 15.000.000,00;R$ 17.000.000,00;R$ 2.927.911,70;R$ 1.382.099,25;R$ 1.232.713,50
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Apoio ao Desenvolvimento Industrial e Comercial; Comércio e Serviços; Promoção da Indústria e Comécio;108;R$ 130.000,00;R$ 130.000,00;R$ 10.704,75;R$ 2.879,20;R$ 2.814,60
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Infantil;57;R$ 500.000,00;R$ 546.662,75;R$ 46.662,75;R$ 46.662,75;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;55;R$ 1.150.000,00;R$ 1.218.483,54;R$ 68.483,54;R$ 68.483,54;R$ 1.036,32
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Fundamental;58;R$ 175.000,00;R$ 225.000,00;R$ 47.762,95;R$ 24.973,00;R$ 23.405,30
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Aquisição de Veículos p/Educação;60;R$ 520.000,00;R$ 620.000,00;R$ 104.842,30;R$ 104.842,30;R$ 104.842,30
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Infantil;59;R$ 250.000,00;R$ 300.000,00;R$ 50.022,65;R$ 22.333,00;R$ 18.249,60
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;14;R$ 3.041.805,00;R$ 4.353.290,67;R$ 4.062.644,47;R$ 3.970.163,99;R$ 3.436.722,20
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;52;R$ 2.000.000,00;R$ 4.455.246,44;R$ 2.569.735,96;R$ 2.248.967,42;R$ 2.201.116,93
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;52;R$ 2.540.838,50;R$ 2.683.378,32;R$ 552.547,08;R$ 510.053,29;R$ 482.431,86
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Serviços de Convivência e Fortalecimento de Vínculos;89;R$ 292.222,00;R$ 292.222,00;R$ 186.287,70;R$ 90.491,04;R$ 55.442,22
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;63;R$ 210.000,00;R$ 210.000,00;R$ 41.155,76;R$ 22.062,26;R$ 10.983,52
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;43;R$ 2.650,00;R$ 2.650,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Apoio ao Portador de Necessidades Especiais;91;R$ 125.000,00;R$ 528.000,00;R$ 225.000,00;R$ 48.000,00;R$ 48.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;22;R$ 750.000,00;R$ 750.000,00;R$ 54.000,88;R$ 54.000,88;R$ 50.581,16
