rel_entidade;nome_do_programa;funcao;descricao_programa;c�digo_da_despesa;valor_or�ado_despesa;valor_atualizado_despesa;empenhado_atualizado_da_despesa;liquido_atualizado_da_despesa;valor_pago_atualizado_despesa
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Pré Escolar;72;R$ 1.320.412,50;R$ 1.320.412,50;R$ 618.466,86;R$ 618.466,86;R$ 618.466,86
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Implantação da Casa do Mel;94;R$ 61.875,00;R$ 61.875,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;68;R$ 7.031,25;R$ 7.031,25;R$ 6.802,00;R$ 6.802,00;R$ 6.802,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;13;R$ 200.000,00;R$ 200.000,00;R$ 109.235,16;R$ 109.235,16;R$ 109.235,16
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Câmara Municipal de Vereadores;1;R$ 1.504.375,00;R$ 1.436.309,87;R$ 1.423.309,87;R$ 1.423.309,87;R$ 1.423.309,87
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Serviços de Convivência e Fortalecimento de Vínculos;86;R$ 142.500,00;R$ 142.500,00;R$ 119.985,48;R$ 119.985,48;R$ 119.985,48
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Câmara Municipal de Vereadores;2;R$ 337.500,00;R$ 431.452,93;R$ 400.191,77;R$ 400.191,77;R$ 400.191,77
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Promoção do Esporte Amador;114;R$ 2.500,00;R$ 2.500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Eventos Culturais;122;R$ 20.000,00;R$ 20.000,00;R$ 19.995,00;R$ 19.995,00;R$ 6.282,77
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Aquisição de Equipamentos Agrícolas;93;R$ 239.062,50;R$ 239.062,50;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Aquisição de Equipamentos Rodoviários;32;R$ 1.463.682,00;R$ 1.463.682,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;63;R$ 1.055,00;R$ 1.055,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;22;R$ 15.000,00;R$ 15.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;80;R$ 9.000,00;R$ 9.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Saneamento dos Valões do perímetro Urbano;47;R$ 120.500,00;R$ 120.500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Infantil;54;R$ 600.000,00;R$ 600.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Coleta de Lixo; Saneamento; Manutenção do SAMAE;50;R$ 2.000,00;R$ 2.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;78;R$ 7.000,00;R$ 7.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Construção de Guaritas p/Salva-Vidas;105;R$ 25.000,00;R$ 25.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Ampliação da Rede de Esgoto Pluvial;28;R$ 21.100,00;R$ 21.100,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Preservação e Recuperação do Meio Ambiente; Gestão Ambiental; Jardim Botânico de Balneário Gaivota;131;R$ 155.000,00;R$ 155.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Superior;69;R$ 20.000,00;R$ 20.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Implantação da Casa do Mel;94;R$ 66.000,00;R$ 66.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Apoio ao Pescador Artesanal; Trabalho; Apoio ao Pescador Artesanal;100;R$ 10.000,00;R$ 10.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;6;R$ 2.373,75;R$ 2.373,75;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Preservação e Recuperação do Meio Ambiente; Saneamento; Lagoa Limpa;133;R$ 55.000,00;R$ 55.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Implantação do Centro de Reciclagem;29;R$ 63.300,00;R$ 63.300,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Construção de Equipamentos Poliesportivos;111;R$ 106.818,75;R$ 106.818,75;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Serviços de Convivência e Fortalecimento de Vínculos;88;R$ 9.000,00;R$ 9.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;79;R$ 18.000,00;R$ 18.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Construção Centro de Convivência p/Melhor Idade;82;R$ 102.967,00;R$ 102.967,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Eventos Culturais;123;R$ 2.637,50;R$ 2.637,50;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Apoio ao Desenvolvimento Industrial e Comercial; Comércio e Serviços; Promoção da Indústria e Comécio;104;R$ 15.000,00;R$ 15.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Eventos Culturais;121;R$ 527,50;R$ 527,50;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Construção de Casa Mortuária;83;R$ 55.000,00;R$ 55.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Superior;70;R$ 20.000,00;R$ 20.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Médio;71;R$ 20.000,00;R$ 20.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Preservação e Recuperação do Meio Ambiente; Gestão Ambiental; Parque Ambiental da Lagoa Cortada;132;R$ 105.000,00;R$ 105.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; FUNDO MUNICIPAL DE CULTURA;125;R$ 65.937,50;R$ 65.937,50;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Construção de Portal Turístico;107;R$ 184.625,00;R$ 184.625,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Reserva de Contingência; Reserva de Contingência; Reserva de Contingência;134;R$ 16.000,00;R$ 16.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Ampliação da Rede de Esgoto Pluvial;27;R$ 2.900,00;R$ 2.900,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Habitação; Banheiro para Todos;84;R$ 126.000,00;R$ 126.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Preservação e Recuperação do Meio Ambiente; Gestão Ambiental; Recuperação de Áreas Degradadas;128;R$ 60.000,00;R$ 130.000,00;R$ 121.707,65;R$ 121.707,65;R$ 121.707,65
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Manutenção das Atividades Culturais;117;R$ 50.000,00;R$ 65.000,00;R$ 62.778,44;R$ 62.778,44;R$ 62.778,44
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;44;R$ 4.500,00;R$ 316.670,00;R$ 255.870,00;R$ 255.870,00;R$ 255.870,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;22;R$ 10.459,38;R$ 10.459,38;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Apoio ao Pequeno Produtor Rural;96;R$ 350.000,00;R$ 350.000,00;R$ 340.000,00;R$ 340.000,00;R$ 340.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Amortização da Dívida Interna;8;R$ 1.265.625,00;R$ 2.359.040,62;R$ 1.589.476,02;R$ 1.589.476,02;R$ 1.589.476,02
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Revitalização da Rodovia José Tiscoski;38;R$ 4.010.000,00;R$ 4.010.000,00;R$ 794.476,82;R$ 794.476,82;R$ 794.476,82
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;36;R$ 10.000,00;R$ 10.000,00;R$ 4.554,00;R$ 4.554,00;R$ 3.099,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Preservação e Recuperação do Meio Ambiente; Gestão Ambiental; Recuperação de Áreas Degradadas;96;R$ 30.000,00;R$ 30.000,00;R$ 8.006,05;R$ 7.886,05;R$ 7.886,05
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;34;R$ 1.730.000,00;R$ 1.730.000,00;R$ 1.710.641,26;R$ 1.710.641,26;R$ 1.710.641,26
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;62;R$ 7.791.990,44;R$ 9.036.990,44;R$ 8.125.365,50;R$ 8.125.365,50;R$ 8.045.995,76
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;66;R$ 5.790.703,06;R$ 10.280.703,06;R$ 9.027.936,41;R$ 9.027.936,41;R$ 8.909.939,74
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; FUNDO MUNICIPAL DE CULTURA;124;R$ 50.000,00;R$ 112.500,00;R$ 102.547,62;R$ 102.547,62;R$ 99.820,10
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Coleta de Lixo; Saneamento; Manutenção do SAMAE;48;R$ 269.296,88;R$ 269.296,88;R$ 202.506,24;R$ 202.506,24;R$ 201.197,59
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Apoio ao Desenvolvimento Industrial e Comercial; Comércio e Serviços; Promoção da Indústria e Comécio;102;R$ 160.000,00;R$ 160.000,00;R$ 146.124,31;R$ 146.124,31;R$ 144.234,03
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Apoio ao Pequeno Produtor Rural;95;R$ 400.000,00;R$ 517.500,00;R$ 487.419,20;R$ 487.419,20;R$ 479.946,23
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;39;R$ 576.562,50;R$ 576.562,50;R$ 576.281,88;R$ 576.281,88;R$ 570.596,26
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Manutenção da Diretoria de Desenvolvimento Social;75;R$ 900.000,00;R$ 1.070.000,00;R$ 1.047.978,74;R$ 1.047.978,74;R$ 1.031.820,07
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;1;R$ 1.195.000,00;R$ 1.195.000,00;R$ 1.165.310,64;R$ 1.165.310,64;R$ 1.150.634,09
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;59;R$ 1.132.031,25;R$ 1.225.056,59;R$ 1.211.934,14;R$ 1.211.934,14;R$ 1.193.908,80
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;24;R$ 108.187,50;R$ 108.187,50;R$ 58.711,79;R$ 58.711,79;R$ 32.178,23
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Promoção e Manutenção de Atividades Turísticas;108;R$ 200.000,00;R$ 215.000,00;R$ 208.991,18;R$ 208.991,18;R$ 207.595,28
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;20;R$ 438.125,00;R$ 438.125,00;R$ 375.103,46;R$ 375.103,46;R$ 370.692,79
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;4;R$ 145.306,41;R$ 158.306,41;R$ 155.210,01;R$ 155.210,01;R$ 153.194,87
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Amortização da Dívida Interna;7;R$ 1.404.000,00;R$ 1.404.000,00;R$ 878.341,78;R$ 878.341,78;R$ 878.341,78
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;5;R$ 19.350,00;R$ 19.350,00;R$ 18.981,28;R$ 18.707,78;R$ 12.677,78
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;5;R$ 376,98;R$ 376,98;R$ 376,98;R$ 376,98;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Superior;67;R$ 2.500,00;R$ 90.000,00;R$ 89.486,64;R$ 70.927,23;R$ 47.096,49
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Apoio ao Desenvolvimento Industrial e Comercial; Indústria; Parque Industrial;101;R$ 1.024.062,50;R$ 1.831.327,86;R$ 444.746,95;R$ 444.746,95;R$ 444.746,95
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;52;R$ 1.649.096,25;R$ 4.703.970,39;R$ 1.269.958,23;R$ 1.269.958,23;R$ 1.255.278,73
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;5;R$ 161.061,75;R$ 161.061,75;R$ 161.061,75;R$ 34.395,82;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;61;R$ 1.575.761,00;R$ 4.285.935,73;R$ 3.636.116,64;R$ 3.633.187,64;R$ 3.128.848,90
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Convênio Manutenção Rádio Patrulha;17;R$ 65.326,01;R$ 135.326,01;R$ 54.631,93;R$ 54.631,93;R$ 54.465,42
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;65;R$ 39.321,56;R$ 79.321,56;R$ 36.737,49;R$ 36.737,49;R$ 26.384,75
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Preservação e Recuperação do Meio Ambiente; Gestão Ambiental; Recuperação de Áreas Degradadas;130;R$ 12.500,00;R$ 12.500,00;R$ 8.216,79;R$ 8.216,79;R$ 95,03
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; FUNDO MUNICIPAL DE CULTURA;126;R$ 37.500,00;R$ 155.461,48;R$ 32.812,36;R$ 32.812,36;R$ 22.412,40
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;11;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Pré Escolar;74;R$ 7.031,25;R$ 7.031,25;R$ 6.930,60;R$ 6.141,00;R$ 3.172,72
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Preservação e Recuperação do Meio Ambiente; Gestão Ambiental; Recuperação de Áreas Degradadas;130;R$ 13.187,50;R$ 13.187,50;R$ 5.744,00;R$ 5.744,00;R$ 5.744,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Aquisição de Veículos p/Educação;57;R$ 563.750,00;R$ 563.750,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;36;R$ 10.550,00;R$ 10.550,00;R$ 9.387,00;R$ 9.387,00;R$ 9.387,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;30;R$ 26.375,00;R$ 26.375,00;R$ 8.160,00;R$ 8.160,00;R$ 8.160,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;9;R$ 2.000,00;R$ 2.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;81;R$ 1.500,00;R$ 1.500,00;R$ 128,95;R$ 128,95;R$ 128,95
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;12;R$ 2.700.000,00;R$ 2.800.000,00;R$ 2.788.715,02;R$ 2.788.715,02;R$ 2.748.649,20
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Construção de Guaritas p/Salva-Vidas;105;R$ 25.000,00;R$ 25.000,00;R$ 875,88;R$ 875,88;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Infantil;56;R$ 210.937,50;R$ 310.937,50;R$ 159.401,00;R$ 159.401,00;R$ 125.819,62
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;37;R$ 4.800.000,00;R$ 16.923.066,77;R$ 10.932.087,18;R$ 10.766.825,78;R$ 9.971.148,33
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;14;R$ 1.550.000,00;R$ 2.398.671,17;R$ 2.309.835,79;R$ 2.288.693,40;R$ 2.010.109,06
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;10;R$ 150.000,00;R$ 150.000,00;R$ 137.453,38;R$ 137.453,38;R$ 136.505,22
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Apoio ao Pequeno Produtor Rural;9;R$ 1.504,46;R$ 101.504,46;R$ 3.417,31;R$ 3.417,31;R$ 1.912,85
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;3;R$ 3.500,00;R$ 3.500,00;R$ 3.500,00;R$ 3.500,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Erradicação do Trabalho Infantil;7;R$ 777,75;R$ 100.777,75;R$ 1.994,56;R$ 1.994,56;R$ 1.216,81
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Promoção e Manutenção de Atividades Turísticas;10;R$ 1.679,17;R$ 101.679,17;R$ 4.147,43;R$ 4.147,43;R$ 2.468,26
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;1;R$ 3.876,87;R$ 103.876,87;R$ 8.014,33;R$ 8.014,33;R$ 4.137,46
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;1;R$ 400,00;R$ 400,00;R$ 400,00;R$ 400,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Promoção do Esporte Amador;4;R$ 37,10;R$ 37,10;R$ 37,10;R$ 37,10;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;11;R$ 5.247,15;R$ 105.247,15;R$ 7.070,16;R$ 7.070,16;R$ 1.823,01
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Manutenção das Atividades Culturais;13;R$ 19,53;R$ 19,53;R$ 19,53;R$ 19,53;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;1;R$ 25,00;R$ 25,00;R$ 25,00;R$ 25,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;1;R$ 60.000,00;R$ 60.000,00;R$ 30,00;R$ 30,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;1;R$ 1.400.000,01;R$ 1.400.000,01;R$ 480,00;R$ 480,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;6;R$ 2.250,00;R$ 2.250,00;R$ 1.765,50;R$ 1.765,50;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;5;R$ 21.768,75;R$ 25.768,75;R$ 24.257,96;R$ 23.109,26;R$ 21.581,41
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Urbanismo; Pavimentação  Avenida Interpraias;33;R$ 15.120.000,00;R$ 17.176.303,60;R$ 2.426.876,86;R$ 2.426.876,86;R$ 2.402.441,26
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Benefícios Eventuais à Pessoas em Situação de Vulnerabilidade;85;R$ 100.625,00;R$ 257.828,20;R$ 204.212,70;R$ 204.212,70;R$ 165.774,90
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Programa de Atendimento Integral à Família  - PAIF;92;R$ 8.000,00;R$ 20.000,00;R$ 8.157,67;R$ 5.996,03;R$ 3.366,14
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Pré Escolar;73;R$ 109.687,50;R$ 109.687,50;R$ 73.502,60;R$ 73.502,60;R$ 59.766,29
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;3;R$ 11.250,00;R$ 11.250,00;R$ 9.981,00;R$ 9.981,00;R$ 851,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Apoio ao Portador de Necessidades Especiais;89;R$ 96.750,00;R$ 96.750,00;R$ 90.000,00;R$ 50.000,00;R$ 50.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Manutenção da Diretoria de Desenvolvimento Social;77;R$ 5.625,00;R$ 5.625,00;R$ 4.554,00;R$ 2.062,00;R$ 1.763,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;23;R$ 10.031,25;R$ 10.031,25;R$ 4.713,20;R$ 790,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Construção de Sede para Polícia Militar;16;R$ 211,00;R$ 211,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Apoio ao Pescador Artesanal; Comércio e Serviços; Casa do Pescador;99;R$ 78.000,00;R$ 78.000,00;R$ 663,00;R$ 663,00;R$ 663,00
